date,BTC,BTC-USD.Adjusted,ETH,ETH-USD.Adjusted,BNB,BNB-USD.Adjusted,XRP,XRP-USD.Adjusted,ADA,ADA-USD.Adjusted,MATIC,MATIC-USD.Adjusted,DOGE,DOGE-USD.Adjusted,BUSD,BUSD-USD.Adjusted,USDT,USDT-USD.Adjusted,USDC,USDC-USD.Adjusted,FTT,FTT-USD.Adjusted,GSPC,GSPC.Adjusted,VIX,VIX.Adjusted,RUT,RUT.Adjusted,CL,CL=F.Adjusted,GC,GC=F.Adjusted,SI,SI=F.Adjusted,EUR,EURUSD=X.Adjusted,GBP,GBPUSD=X.Adjusted,RUB,RUB=X.Adjusted,JPY,JPY=X.Adjusted,BRL,BRL=X.Adjusted,INR,INR=X.Adjusted
41641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.008861913,1831.97998,0.037172012,14.23,-0.011103128,1150.719971,-0.030278359,95.440002,0.019219549,1225,0.039247063,20.098,0.001583127,1.376671,0.001011231,1.658072,0.000697606,32.706001,0.000227863,105.323997,-0.000890132,2.3571,0.00059866,61.84
41642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000332965,1831.369995,-0.033028812,13.76,0.004666639,1156.089966,-0.015507156,93.959999,0.010938795,1238.400024,0.004179471,20.181999,-0.007270437,1.366662,-0.008009905,1.644791,0.011899926,33.0952,-0.004661777,104.833,0.011709304,2.3847,0.003557584,62.060001
41645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.002511767,1826.77002,-0.015261628,13.55,-0.007724254,1147.160034,-0.005640688,93.43,-0.000484476,1237.800049,-0.005202607,20.077,-0.005166603,1.359601,-0.002116986,1.641309,0.002109097,33.165001,0.000753608,104.912003,-0.005535287,2.3715,0.002739268,62.23
41646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006081764,1837.880005,-0.046494465,12.92,0.009126862,1157.630005,0.002568747,93.669998,-0.006786254,1229.400024,-0.01554022,19.764999,0.002644158,1.363196,0.000295496,1.641794,-0.00065735,33.1432,-0.00669136,104.209999,0.000927683,2.3737,0.00128557,62.310001
41647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000212209,1837.48999,-0.003869969,12.87,-0.00014689,1157.459961,-0.014305498,92.330002,-0.00333494,1225.300049,-0.012496788,19.518,-0.001143636,1.361637,-0.001082962,1.640016,-0.001206914,33.103199,0.004817186,104.711998,-0.002106416,2.3687,-0.003691205,62.080002
41648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000348309,1838.130005,0.001554002,12.89,0.000768938,1158.349976,-0.007256558,91.660004,0.003264507,1229.300049,0.00742904,19.663,-0.003257109,1.357202,0.002862167,1.64471,-0.000468202,33.0877,0.001260639,104.844002,0.009836619,2.392,0.000644282,62.119999
41649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002306687,1842.369995,-0.058184639,12.14,0.005335221,1164.530029,0.011564444,92.720001,0.014154317,1246.699951,0.027361033,20.201,0.002585466,1.360711,0.001944416,1.647908,0.001819407,33.1479,-0.000133532,104.830002,-0.001672241,2.388,-0.005473278,61.779999
41652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.012576217,1819.199951,0.093904448,13.28,-0.014117337,1148.089966,-0.009922325,91.800003,0.003368953,1250.900024,0.0079204,20.361,0.004757807,1.367185,0.000923595,1.64943,-0.004838949,32.987499,-0.00840413,103.948997,-0.014447236,2.3535,-0.005503399,61.439999
41653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010817972,1838.880005,-0.075301205,12.28,0.013361399,1163.430054,0.008605588,92.589996,-0.004556777,1245.199951,-0.005402534,20.250999,-0.000136777,1.366998,-0.006326428,1.638995,0.007627192,33.239101,-0.008013545,103.115997,0.001402167,2.3568,0.000488314,61.470001
41654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005166188,1848.380005,0,12.28,0.00680739,1171.349976,0.0170645,94.169998,-0.005701875,1238.099976,-0.007308183,20.103001,-0.000109729,1.366848,0.002694944,1.643412,0.001540264,33.290298,0.010308818,104.179001,-0.002206382,2.3516,0,61.470001
41655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00134712,1845.890015,0.020358306,12.53,0.001519639,1173.130005,-0.002229999,93.959999,0.001534629,1240,-0.003880067,20.025,-0.005058353,1.359934,-0.004401209,1.636179,0.003271283,33.3992,0.003762735,104.570999,0.001658445,2.3555,0.001138767,61.540001
41656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.003895175,1838.699951,-0.007182761,12.44,-0.004006334,1168.430054,0.004363602,94.370003,0.009435444,1251.699951,0.012084894,20.267,0.001375067,1.361804,-0.000539672,1.635296,-0.000299468,33.389198,-0.002639365,104.294998,0.002165145,2.3606,-0.00195,61.419998
41660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002773752,1843.800049,0.034565916,12.87,0.00623907,1175.719971,0.006569831,94.989998,-0.007509709,1242.300049,-0.021167464,19.837999,0.001584909,1.354903,0.000377636,1.642414,0.004103281,33.745399,-0.000124724,104.224998,-0.002981896,2.3405,0.001104809,61.618
41661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000574865,1844.859985,-0.002331002,12.84,0.00473758,1181.290039,0.018317771,96.730003,-0.002656403,1239,-0.001461791,19.809,0.000746179,1.355914,0.003113709,1.647528,0.006217173,33.9552,-1.91701E-05,104.223,0.007391583,2.3578,0.005712633,61.970001
41662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.008889577,1828.459961,0.072429907,13.77,-0.007525684,1172.400024,0.006099421,97.32,0.0190476,1262.599976,0.008935332,19.986,-0.001246392,1.354224,0.005266678,1.656205,-0.000971898,33.922199,0.003953081,104.635002,0.005004665,2.3696,-0.001613716,61.869999
41663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.020875449,1790.290039,0.3173565,18.139999,-0.024112946,1144.130005,-0.006987269,96.639999,0.00150485,1264.5,-0.012158511,19.743,0.010842372,1.368907,0.004391365,1.663478,0.004215588,34.065201,-0.012089635,103.370003,0.008988859,2.3909,0.004202392,62.130001
41666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.004876294,1781.560059,-0.039691237,17.42,-0.014334057,1127.72998,-0.009519847,95.720001,-0.000711763,1263.599976,0.001418224,19.771,-8.25476E-05,1.368794,-0.008673995,1.649049,0.012872344,34.5037,-0.012769662,102.050003,0.000961981,2.3932,0.009657154,62.73
41667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006140652,1792.5,-0.092996556,15.8,0.009319616,1138.23999,0.017655694,97.410004,-0.009971491,1251,-0.01456679,19.483,-0.000970928,1.367465,0.00512174,1.657495,0.003237276,34.615398,0.005987261,102.661003,0.010529835,2.4184,0.010361884,63.380001
41668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.010209232,1774.199951,0.098101266,17.35,-0.013872328,1122.449951,-0.000513325,97.360001,0.008952799,1262.199951,0.002566391,19.533001,-0.001433309,1.365505,-0.00029804,1.657001,-0.00078286,34.588299,0.005552254,103.231003,0.002067483,2.4234,-0.015777848,62.380001
41669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011267045,1794.189941,-0.003458156,17.290001,0.01506529,1139.359985,0.008935928,98.230003,-0.01584535,1242.199951,-0.021604514,19.111,0.000259245,1.365859,-0.000662643,1.655903,0.011946237,35.001499,-0.009018608,102.300003,0.003713791,2.4324,0.001410676,62.467999
41670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.006465299,1782.589966,0.064777266,18.41,-0.007442757,1130.880005,-0.007533391,97.489998,-0.001690529,1240.099976,-0.000313955,19.105,-0.007308221,1.355877,-0.003662654,1.649838,-0.002805537,34.903301,0.004477028,102.758003,-0.009702352,2.4088,-0.002529263,62.310001
41673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02283192,1741.890015,0.164584519,21.440001,-0.03209894,1094.579956,-0.01087289,96.43,0.016369687,1260.400024,0.014865219,19.389,-0.005206224,1.348818,-0.003665208,1.643791,0.007068128,35.150002,-0.005508106,102.192001,0.00560445,2.4223,0.003049254,62.5
41674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007641089,1755.199951,-0.108675368,19.110001,0.007546283,1102.839966,0.007881385,97.190002,-0.006902628,1251.699951,0.000670483,19.402,0.002732022,1.352503,-0.007844671,1.630896,0.006896074,35.392399,-0.010274806,101.141998,0.006151179,2.4372,0.005919984,62.869999
41675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.002028222,1751.640015,0.043956042,19.950001,-0.008387436,1093.589966,0.001954882,97.379997,0.004473994,1257.300049,0.019740233,19.785,-0.000675784,1.351589,0.001322586,1.633053,-0.012126869,34.9632,0.005408287,101.689003,-0.012637453,2.4064,-0.011770288,62.130001
41676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012439793,1773.430054,-0.136340895,17.23,0.009455178,1103.930054,0.004723752,97.839996,0.000238548,1257.599976,0.006216881,19.908001,0.00142129,1.35351,-0.000212485,1.632706,-0.003357873,34.845798,-0.002192961,101.466003,-0.004529588,2.3955,0.001609512,62.23
41677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013301887,1797.02002,-0.112594312,15.29,0.011431879,1116.550049,0.020850379,99.879997,0.004532501,1263.300049,0.000602722,19.92,0.004213489,1.359213,-0.000309915,1.6322,-0.005271683,34.662102,0.005647192,102.039001,-0.00667919,2.3795,0,62.23
41680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001569235,1799.839966,-0.001962067,15.26,0.001952381,1118.72998,0.001802173,100.059998,0.009103142,1274.800049,0.008985994,20.099001,0.002001894,1.361934,0.00541539,1.641039,0.001324155,34.708,0.004753094,102.524002,-0.001807102,2.3752,-0.002249719,62.09
41681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011062114,1819.75,-0.0491481,14.51,0.00932312,1129.160034,-0.00119924,99.940002,0.012001825,1290.099976,0.002189114,20.143,0.001964853,1.36461,-9.87179E-05,1.640877,0.000599343,34.728802,-0.003813731,102.133003,0.013051533,2.4062,0.005765856,62.448002
41682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000269262,1819.26001,-0.014472777,14.3,0.00299338,1132.540039,0.004302591,100.370003,0.004030752,1295.300049,0.009333217,20.330999,-0.000518097,1.363903,0.002434674,1.644872,-0.000112385,34.724899,0.003789118,102.519997,-0.001994847,2.4014,-0.006693617,62.029999
41683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005810025,1829.829956,-0.011188811,14.14,0.013465308,1147.790039,-0.000199313,100.349998,0.003937292,1300.400024,0.002656092,20.385,-0.003587499,1.35901,0.009800155,1.660992,0.002082079,34.797199,-0.000497415,102.469002,0.006496211,2.417,-0.005642415,61.68
41684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004809217,1838.630005,-0.040311174,13.57,0.001237092,1149.209961,-0.000498206,100.300003,0.014303273,1319,0.050331077,21.410999,0.006524602,1.367877,0.002848298,1.665723,0.008109848,35.079399,-0.002742273,102.188004,-0.010757137,2.391,0.007620006,62.150002
41688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001158474,1840.76001,0.02210759,13.87,0.010676917,1161.47998,0.021236261,102.43,0.004321418,1324.699951,0.022418478,21.891001,0.000329199,1.370445,-0.002474738,1.671989,0.003201055,35.194801,0.004903243,102.061996,-0.000964725,2.3818,-0.000646951,61.790001
41689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.006524484,1828.75,0.117519827,15.5,-0.010684673,1149.069946,0.008591214,103.309998,-0.003095022,1320.599976,-0.002147047,21.844,0.004197177,1.376197,-0.002019152,1.668613,0.006355996,35.418499,0.0026455,102.332001,0.001805357,2.3861,0.006797184,62.209999
41690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006031458,1839.780029,-0.045806452,14.79,0.011357054,1162.119995,-0.003775046,102.919998,-0.002650311,1317.099976,-0.007599387,21.677999,-0.00229255,1.373042,-0.00061668,1.667584,0.008741223,35.7281,-0.000205253,102.310997,0.001215372,2.389,0.000803713,62.259998
41691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.001918723,1836.25,-0.007437458,14.68,0.002159854,1164.630005,-0.006995735,102.199997,0.005162894,1323.900024,0.004566888,21.777,-0.00067223,1.372119,-0.000849732,1.666167,-0.000232338,35.719799,9.76435E-06,102.311996,-0.008120553,2.3696,-0.00208797,62.130001
41694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006186513,1847.609985,-0.030653951,14.23,0.008517764,1174.550049,0.006066566,102.82,0.010876973,1338.300049,0.012398448,22.047001,0.001222197,1.373796,-0.001696709,1.66334,-0.006609752,35.4837,0.001964618,102.513,-0.012238352,2.3406,-0.001931482,62.009998
41695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.001347682,1845.119995,-0.039353479,13.67,-0.000510917,1173.949951,-0.009628457,101.830002,0.003511881,1343,-0.003946206,21.959999,-0.000136847,1.373608,0.001415826,1.665695,0.000236728,35.4921,-0.000302381,102.482002,-0.001837136,2.3363,0.000935381,62.068001
41696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16999E-05,1845.160034,0.049743965,14.35,0.006618698,1181.719971,0.00746336,102.589996,-0.011020141,1328.199951,-0.032149318,21.254,0.00072801,1.374608,0.00121751,1.667723,0.005804137,35.698101,-0.003239593,102.150002,0.001070068,2.3388,-0.001450023,61.978001
41697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004948083,1854.290039,-0.021602787,14.04,0.005263489,1187.939941,-0.001851974,102.400002,0.002559874,1331.599976,0.002822951,21.313999,-0.00466533,1.368195,-0.000533662,1.666833,0.008795958,36.0121,0.001458659,102.299004,0.003933641,2.348,0.002775194,62.150002
41698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002782689,1859.449951,-0.002849003,14,-0.004133132,1183.030029,0.00185541,102.589996,-0.007659922,1321.400024,-0.00516088,21.204,0.0018645,1.370746,0.001418858,1.669198,-0.000588747,35.990898,-0.001847555,102.110001,-0.012350937,2.319,-0.002091746,62.02
41701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.007378511,1845.72998,0.142857143,16,-0.005638102,1176.359985,0.022711786,104.919998,0.021719352,1350.099976,0.011507263,21.448,0.005069502,1.377695,0.002225021,1.672912,0.000294547,36.001499,-0.007883665,101.305,0.006209573,2.3334,-0.003224766,61.82
41702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015267701,1873.910034,-0.11875,14.1,0.027449114,1208.650024,-0.015154366,103.330002,-0.009110382,1337.800049,-0.012122342,21.188,-0.002898319,1.373702,-0.003633783,1.666833,0.010816244,36.3909,0.001056246,101.412003,0.003299906,2.3411,0.005661566,62.169998
41703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.3351E-05,1873.810059,-0.014893617,13.89,-0.002266984,1205.910034,-0.018194183,101.449997,0.001793917,1340.199951,0.002407023,21.239,0.000302103,1.374117,-8.33917E-05,1.666694,-0.010433927,36.0112,0.007553327,102.178001,-0.001409594,2.3378,-0.009168409,61.599998
41704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001718408,1877.030029,0.023038157,14.21,-0.001136067,1204.540039,0.001084288,101.559998,0.008580809,1351.699951,0.014266208,21.542,-0.000507963,1.373419,0.003126549,1.671905,0.000277636,36.021198,0.001849674,102.366997,-0.008768928,2.3173,0.002402646,61.748001
41705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000538089,1878.040039,-0.007037298,14.11,-0.001012912,1203.319946,0.010043364,102.580002,-0.010061386,1338.099976,-0.029941556,20.896999,0.009385337,1.386309,0.001356536,1.674173,0.00171846,36.083099,0.006496244,103.031998,0.001165149,2.32,-0.015352756,60.799999
41708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000463246,1877.170044,0.006378455,14.2,-0.002310198,1200.540039,-0.014232784,101.120003,0.002466219,1341.400024,-0.00086132,20.879,0.001123848,1.387867,-0.000636135,1.673108,0.009752544,36.435001,0.001533543,103.190002,0.006724138,2.3356,0.007072385,61.23
41709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.005082139,1867.630005,0.042253521,14.8,-0.011236601,1187.050049,-0.010779311,100.029999,0.00380198,1346.5,-0.004550026,20.784,1.44106E-05,1.387887,-0.00544137,1.664004,-0.001564512,36.377998,0.00044576,103.236,0.003253982,2.3432,-0.006859366,60.810001
41710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000305171,1868.199951,-0.022297297,14.47,0.003639228,1191.369995,-0.020393892,97.989998,0.017675491,1370.300049,0.026173932,21.327999,-0.00149724,1.385809,-0.001163459,1.662068,0.001544945,36.4342,-0.00383591,102.839996,0.006913622,2.3594,0.003782273,61.040001
41711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.011701095,1846.339966,0.120939806,16.219999,-0.012279984,1176.73999,0.002143066,98.199997,0.001386486,1372.199951,-0.007454895,21.169001,0.003351111,1.390453,3.3693E-05,1.662124,0.000148267,36.439602,-0.000554249,102.782997,-0.00300924,2.3523,-0.004423345,60.77
41712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.002821778,1841.130005,0.098643718,17.82,0.003968629,1181.410034,0.007026497,98.889999,0.004955582,1379,0.01015636,21.384001,-0.00281491,1.386539,0.000232835,1.662511,0.00196484,36.5112,-0.009758404,101.779999,0.003741019,2.3611,0.01135427,61.459999
41715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009613635,1858.829956,-0.122334456,15.64,0.005772717,1188.22998,-0.008190889,98.080002,-0.004423478,1372.900024,-0.006313131,21.249001,0.003436614,1.391304,0.001047813,1.664253,0.000684749,36.536201,-0.004421271,101.330002,-0.008724747,2.3405,-0.007809942,60.98
41716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007219619,1872.25,-0.071611253,14.52,0.014147143,1205.040039,0.016517078,99.699997,-0.010124571,1359,-0.019436255,20.836,0.000975344,1.392661,-0.000199489,1.663921,-0.009393423,36.193001,0.005220556,101.859001,0.002392651,2.3461,0.000983946,61.040001
41717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.006131649,1860.77002,0.041322314,15.12,-0.007783978,1195.660034,0.006720221,100.370003,-0.012950681,1341.400024,-0.001727827,20.799999,0.000306607,1.393088,-0.002473074,1.659806,0.001041638,36.230701,-0.00411352,101.440002,-0.007118196,2.3294,0.00111404,61.108002
41718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006040505,1872.01001,-0.03968254,14.52,0.002768293,1198.969971,-0.009365378,99.43,-0.008125856,1330.5,-0.019038462,20.403999,-0.008015287,1.381922,-0.003555837,1.653904,-0.001780313,36.166199,0.010134069,102.468002,0.006525285,2.3446,-0.002585602,60.950001
41719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.002932671,1866.52002,0.033057851,15,-0.004370411,1193.72998,0.00030171,99.459999,0.004133784,1336,-0.00578318,20.285999,-0.002687561,1.378208,-0.001832634,1.650873,0.003367758,36.287998,-0.000595347,102.406998,-0.009084705,2.3233,0.006283823,61.333
41722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00486471,1857.439941,0.006,15.09,-0.012984511,1178.22998,0.001407591,99.599998,-0.018562911,1311.199951,-0.011978705,20.042999,0.000979533,1.379558,-0.001121225,1.649022,-0.001730517,36.225201,-0.001620993,102.240997,-0.001506478,2.3198,-0.005103289,61.02
41723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00440394,1865.619995,-0.070907886,14.02,-0.000152713,1178.050049,-0.004116426,99.190002,0.000152588,1311.400024,-0.004390511,19.955,0.003141586,1.383892,0.000494839,1.649838,-0.003864713,36.085201,-0.000332508,102.207001,-0.000517286,2.3186,-0.00704687,60.59
41724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.007000319,1852.560059,0.064907275,14.93,-0.01915034,1155.48999,0.010787378,100.260002,-0.006100351,1303.400024,-0.00982205,19.759001,-0.001437251,1.381903,0.0020996,1.653302,-0.016045414,35.506199,0.000763186,102.285004,-0.0040973,2.3091,-0.006106602,60.220001
41725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.001900084,1849.040039,-0.020763563,14.62,-0.003505049,1151.439941,0.010173519,101.279999,-0.006674906,1294.699951,-0.003492079,19.690001,-0.002673849,1.378208,0.002652268,1.657687,0.000529569,35.525002,-0.003734702,101.903,-0.00701572,2.2929,-0.000996363,60.16
41726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004640222,1857.619995,-0.014363885,14.41,0.000321439,1151.810059,0.003850701,101.669998,-0.000695066,1293.800049,0.004164449,19.771999,-0.002954561,1.374136,0.001877315,1.660799,0.000624828,35.547199,0.002394463,102.147003,-0.016005931,2.2562,0.001296526,60.237999
41729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007924102,1872.339966,-0.036780014,13.88,0.018431841,1173.040039,-0.000885178,101.580002,-0.008038356,1283.400024,-0.00192191,19.733999,0.000783765,1.375213,0.002163417,1.664392,0.000120938,35.551498,0.007264011,102.889,-4.43223E-05,2.2561,-0.006607109,59.84
41730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007039349,1885.52002,-0.056195965,13.1,0.013349853,1188.699951,-0.018113841,99.739998,-0.002960922,1279.599976,-0.003293706,19.669001,0.001666651,1.377505,0.001350043,1.666639,-0.011329959,35.148701,0.003158715,103.213997,0.005850804,2.2693,0.002506718,59.990002
41731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002853326,1890.900024,-0.000763359,13.09,0.00345765,1192.810059,-0.001203078,99.620003,0.008518306,1290.5,0.018404544,20.031,0.001435204,1.379482,-0.001996233,1.663312,-0.004074119,35.005501,0.004059585,103.633003,-0.00484731,2.2583,-0.003500633,59.779999
41732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00112645,1888.77002,0.021390374,13.37,-0.00980044,1181.119995,0.006725537,100.290001,-0.004726831,1284.400024,-0.012231092,19.785999,-0.001927535,1.376823,-0.000348702,1.662732,0.011960892,35.424198,0.00225791,103.866997,0.002966833,2.265,0.001973904,59.897999
41733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.012537288,1865.089966,0.044128646,13.96,-0.023486174,1153.380005,0.008475401,101.139999,0.014637128,1303.199951,0.007126302,19.927,-0.003225542,1.372382,-0.001709837,1.659889,0.002738241,35.521198,0.000279271,103.896004,0.005077263,2.2765,0.008213964,60.389999
